"Artist","Track","Album","Track Number","Year"
"Engel","Casket Closing","Absolute Design","2","2007"
"Engel","Next Closed Door","Absolute Design","3","2007"
"Engel","The Hurricane Season","Absolute Design","4","2007"
"Engel","Propaganda","Absolute Design","5","2007"
"Engel","The Paraclete","Absolute Design","6","2007"
"Engel","Scyth","Absolute Design","7","2007"
"Engel","Descend","Absolute Design","8","2007"
"Engel","Trial And Error","Absolute Design","9","2007"
"Engel","I'm The One","Absolute Design","10","2007"
"Engel","Calling Out","Absolute Design","11","2007"
"Engel","Seven Ends","Absolute Design","12","2007"
"Engel","Threnody","Threnody","1","2010"
"Engel","Sense The Fire","Threnody","2","2010"
"Engel","Until Eternity Ends","Threnody","3","2010"
"Engel","To The End","Threnody","4","2010"
"Engel","Down","Threnody","5","2010"
"Engel","Heartsick","Threnody","6","2010"
"Engel","Feed The Weak","Threnody","7","2010"
"Engel","For Those Who Will Resist","Threnody","8","2010"
"Engel","Every Sin (Leaves A Mark)","Threnody","9","2010"
"Engel","Roll The Dice","Threnody","10","2010"
"Engel","Elbow And Knives","Threnody","11","2010"
"Engel","Perfect Isis","Threnody","12","2010"
"Engel","Fearless (Japanese Bonus Track)","Threnody","13","2010"
"Ensiferum","Intro","Ensiferum","1","2001"
"Ensiferum","Hero in a Dream","Ensiferum","2","2001"
"Ensiferum","Token of Time","Ensiferum","3","2001"
"Ensiferum","Guardians of Fate","Ensiferum","4","2001"
"Ensiferum","Old Man (Väinämöinen)","Ensiferum","5","2001"
"Ensiferum","Little Dreamer (Väinämöinen Part II)","Ensiferum","6","2001"
"Ensiferum","Abandoned","Ensiferum","7","2001"
"Ensiferum","Windrider","Ensiferum","8","2001"
"Ensiferum","Treacherous Gods","Ensiferum","9","2001"
"Ensiferum","Eternal Wait","Ensiferum","10","2001"
"Ensiferum","Battle Song","Ensiferum","11","2001"
"Ensiferum","Goblin's Dance","Ensiferum","12","2001"
"Ensiferum","By The Dividing Stream","From Afar","1","2009"
"Ensiferum","From Afar","From Afar","2","2009"
"Ensiferum","Twilight Tavern","From Afar","3","2009"
"Ensiferum","Heathen Throne","From Afar","4","2009"
"Ensiferum","Elusive Reaches","From Afar","5","2009"
"Ensiferum","Stone Cold Metal","From Afar","6","2009"
"Ensiferum","Smoking Ruins","From Afar","7","2009"
"Ensiferum","Tumman Virran Taa","From Afar","8","2009"
"Ensiferum","The Longest Journey (Heathen Throne Part II)","From Afar","9","2009"
"Ensiferum","ferrum aeternum","Iron","1","2004"
"Ensiferum","iron","Iron","2","2004"
"Ensiferum","sword chant","Iron","3","2004"
"Ensiferum","mourning heart__(interlude)","Iron","4","2004"
"Ensiferum","tale of revenge","Iron","5","2004"
"Ensiferum","lost in despair","Iron","6","2004"
"Ensiferum","slayer of light","Iron","7","2004"
"Ensiferum","into the battle","Iron","8","2004"
"Ensiferum","lai lai hei","Iron","9","2004"
"Ensiferum","tears","Iron","10","2004"
"Ensiferum","Symbols","Unsung Heroes","1","2012"
"Ensiferum","In My Sword I Trust","Unsung Heroes","2","2012"
"Ensiferum","Unsung Heroes","Unsung Heroes","3","2012"
"Ensiferum","Burning Leaves","Unsung Heroes","4","2012"
"Ensiferum","Celestial Bond","Unsung Heroes","5","2012"
"Ensiferum","Retribution Shall Be Mine","Unsung Heroes","6","2012"
"Ensiferum","Star Queen (Celestial Bond Part II)","Unsung Heroes","7","2012"
"Ensiferum","Pohjola","Unsung Heroes","8","2012"
"Ensiferum","Last Breath","Unsung Heroes","9","2012"
"Ensiferum","Passion Proof Power","Unsung Heroes","10","2012"
"Ensiferum","Bamboleo (Bonus Track)","Unsung Heroes","11","2012"
"Ensiferum","Ad Victoriam","Victory Songs","1","2007"
"Ensiferum","Blood Is the Price of Glory","Victory Songs","2","2007"
"Ensiferum","Deathbringer from the Sky","Victory Songs","3","2007"
"Ensiferum","Ahti","Victory Songs","4","2007"
"Ensiferum","One More Magic Potion","Victory Songs","5","2007"
"Ensiferum","Wanderer","Victory Songs","6","2007"
"Ensiferum","Raised by the Sword","Victory Songs","7","2007"
"Ensiferum","The New Dawn","Victory Songs","8","2007"
"Ensiferum","Victory Song","Victory Songs","9","2007"
"Enslaved","Clouds","Vertebrae","1","2008"
"Enslaved","To the coast","Vertebrae","2","2008"
"Enslaved","Ground","Vertebrae","3","2008"
"Enslaved","Vertebrae","Vertebrae","4","2008"
"Enslaved","New dawn","Vertebrae","5","2008"
"Enslaved","Reflection","Vertebrae","6","2008"
"Enslaved","Center","Vertebrae","7","2008"
"Enslaved","The watcher","Vertebrae","8","2008"
"Enter My Silence","Thin Red Line","Coordinate: D1sa5t3r","1","2006"
"Enter My Silence","Spin","Coordinate: D1sa5t3r","2","2006"
"Enter My Silence","For A Place In The Sun","Coordinate: D1sa5t3r","3","2006"
"Enter My Silence","Silent Treatment","Coordinate: D1sa5t3r","4","2006"
"Enter My Silence","Coordinate: D1SA5T3R","Coordinate: D1sa5t3r","5","2006"
"Enter My Silence","The Paradox Of Two","Coordinate: D1sa5t3r","6","2006"
"Enter My Silence","Insignificant","Coordinate: D1sa5t3r","7","2006"
"Enter My Silence","Unspoken Words","Coordinate: D1sa5t3r","8","2006"
"Enter My Silence","9mms To Deliverance","Coordinate: D1sa5t3r","9","2006"
"Entombed","Left Hand Path","Left Hand Path","1","1990"
"Entombed","Drowned","Left Hand Path","2","1990"
"Entombed","Revel In Flesh","Left Hand Path","3","1990"
"Entombed","When Life Has Ceased","Left Hand Path","4","1990"
"Entombed","Supposed To Rot","Left Hand Path","5","1990"
"Entombed","But Life Goes On","Left Hand Path","6","1990"
"Entombed","Bitter Loss","Left Hand Path","7","1990"
"Entombed","Morbid Devourment","Left Hand Path","8","1990"
"Entombed","Abnormally Deceased","Left Hand Path","9","1990"
"Entombed","The Truth Beyond","Left Hand Path","10","1990"
"Entombed","Carnal Leftovers","Left Hand Path","11","1990"
"Entombed","Premature Autopsy","Left Hand Path","12","1990"
"Epica","Samadhi (Prelude)","Design Your Universe","1","2009"
"Epica","Resign To Surrender (A New Age Dawns - Part IV)","Design Your Universe","2","2009"
"Epica","Unleashed","Design Your Universe","3","2009"
"Epica","Martyr Of The Free Word","Design Your Universe","4","2009"
"Epica","Our Destiny","Design Your Universe","5","2009"
"Epica","Kingdom Of Heaven (A New Age Dawns - Part V)","Design Your Universe","6","2009"
"Epica","The Price Of Freedom (Interlude)","Design Your Universe","7","2009"
"Epica","Burn To A Cinder","Design Your Universe","8","2009"
"Epica","Tides Of Time","Design Your Universe","9","2009"
"Epica","Deconstruct","Design Your Universe","10","2009"
"Epica","Semblance Of Liberty","Design Your Universe","11","2009"
"Epica","White Waters","Design Your Universe","12","2009"
"Epica","Design Your Universe (A New Age Dawns - Part VI)","Design Your Universe","13","2009"
"Epica","Incentive (Bonus Track)","Design Your Universe","14","2009"
"Epicurean","the author and the architect","A Consequence of Design","1","2008"
"Epicurean","behind the chapel walls","A Consequence of Design","2","2008"
"Epicurean","lithograph","A Consequence of Design","3","2008"
"Epicurean","the burden of eternity","A Consequence of Design","4","2008"
"Epicurean","illumination","A Consequence of Design","5","2008"
"Epicurean","dividing the distance","A Consequence of Design","6","2008"
"Epicurean","of malice and majesty","A Consequence of Design","7","2008"
"Epicurean","anathema the gatekeeper","A Consequence of Design","8","2008"
"Epicurean","darkest days","A Consequence of Design","9","2008"
"Epicurean","to cast the mourning shadow","A Consequence of Design","10","2008"
"Epicurean","the departure","A Consequence of Design","11","2008"
"Escutcheon","Transient In Oblivion","Battle Order","1","2009"
"Escutcheon","The Eucharist","Battle Order","2","2009"
"Escutcheon","The Dead Of Tomorrow","Battle Order","3","2009"
"Escutcheon","Fear Based Denial","Battle Order","4","2009"
"Escutcheon","Kill Mode","Battle Order","5","2009"
"Escutcheon","Terrestrial Radiation","Battle Order","6","2009"
"Escutcheon","Battle Order","Battle Order","7","2009"
"Escutcheon","Shadow Zone","Battle Order","8","2009"
"Escutcheon","Dimensions Crossed","Battle Order","9","2009"
"Eternal Tears of Sorrow","Aurora Borealis","A Virgin and A Whore","1","2001"
"Eternal Tears of Sorrow","Heart of Wilderness","A Virgin and A Whore","2","2001"
"Eternal Tears of Sorrow","Prophetian","A Virgin and A Whore","3","2001"
"Eternal Tears of Sorrow","Fall of Man","A Virgin and A Whore","4","2001"
"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and A Whore","5","2001"
"Eternal Tears of Sorrow","The Last One for Life","A Virgin and A Whore","6","2001"
"Eternal Tears of Sorrow","Sick, Dirty and Mean (Accept cover)","A Virgin and A Whore","7","2001"
"Eternal Tears of Sorrow","Blood of Hatred","A Virgin and A Whore","8","2001"
"Eternal Tears of Sorrow","Aeon","A Virgin and A Whore","9","2001"
"Eternal Tears of Sorrow","As I Die (Paradise Lost Cover Bonus Track)","A Virgin and A Whore","10","2001"
"Eternal Tears of Sorrow","The River Flows Frozen (Acoustc Version Bonus Track)","A Virgin and A Whore","11","2001"
"Eternal Tears Of Sorrow","Sweet Lilith Of My Dreams","Before The Bleeding Sun","1","2006"
"Eternal Tears Of Sorrow","Another Me","Before The Bleeding Sun","2","2006"
"Eternal Tears Of Sorrow","Red Dawn Rising","Before The Bleeding Sun","3","2006"
"Eternal Tears Of Sorrow","Upon The Moors","Before The Bleeding Sun","4","2006"
"Eternal Tears Of Sorrow","Sakura No Rei","Before The Bleeding Sun","5","2006"
"Eternal Tears Of Sorrow","Sinister Rain","Before The Bleeding Sun","6","2006"
"Eternal Tears Of Sorrow","Lost Tune Of Thunder","Before The Bleeding Sun","7","2006"
"Eternal Tears Of Sorrow","Tar Still Flows","Before The Bleeding Sun","8","2006"
"Eternal Tears Of Sorrow","Angelheart, Ravenheart (Act 1:","Before The Bleeding Sun","9","2006"
"Eternal Tears Of Sorrow","Angelheart, Ravenheart (Act II Children Of The Dark Waters)","Children Of The Dark Waters","1","2009"
"Eternal Tears Of Sorrow","Baptized By The Blood Of Angels","Children Of The Dark Waters","2","2009"
"Eternal Tears Of Sorrow","Tears Of Autumn Rain","Children Of The Dark Waters","3","2009"
"Eternal Tears Of Sorrow","Summon The Wild","Children Of The Dark Waters","4","2009"
"Eternal Tears Of Sorrow","Sea Of Whispers","Children Of The Dark Waters","5","2009"
"Eternal Tears Of Sorrow","Midnight Bird","Children Of The Dark Waters","6","2009"
"Eternal Tears Of Sorrow","Diary Of Demonic Dreams","Children Of The Dark Waters","7","2009"
"Eternal Tears Of Sorrow","When The Darkest Night Falls","Children Of The Dark Waters","8","2009"
"Eternal Tears Of Sorrow","Nocturne Thule","Children Of The Dark Waters","9","2009"
"Eternal Tears Of Sorrow","Tears Of Autumn Rain","Tears Of Autumn Rain CDS","1","2009"
"Eternal Tears Of Sorrow","Vilda Mannu","Tears Of Autumn Rain CDS","2","2009"
"Euphoreon","Every Cloud Has A Silver Lining","Euphoreon","1","2011"
"Euphoreon","Before The Blackened Sky","Euphoreon","2","2011"
"Euphoreon","Forever Being","Euphoreon","3","2011"
"Euphoreon","Eleventh Heaven","Euphoreon","4","2011"
"Euphoreon","Where Dead Skies Dwell","Euphoreon","5","2011"
"Euphoreon","From The Netherworld","Euphoreon","6","2011"
"Euphoreon","Starnight Rider","Euphoreon","7","2011"
"Euphoreon","Road To Redemption","Euphoreon","8","2011"
"Evergrey","Leave It Behind Us","Glorious Collision","1","2011"
"Evergrey","You","Glorious Collision","2","2011"
"Evergrey","Wrong","Glorious Collision","3","2011"
"Evergrey","Frozen","Glorious Collision","4","2011"
"Evergrey","Restoring The Loss","Glorious Collision","5","2011"
"Evergrey","To Fit The Mold","Glorious Collision","6","2011"
"Evergrey","Out Of Reach","Glorious Collision","7","2011"
"Evergrey","The Phantom Letters","Glorious Collision","8","2011"
"Evergrey","The Disease...","Glorious Collision","9","2011"
"Evergrey","It Comes From Within","Glorious Collision","10","2011"
"Evergrey","Free","Glorious Collision","11","2011"
"Evergrey","I'm Drowning Alone","Glorious Collision","12","2011"
"Evergrey","...And The Distance","Glorious Collision","13","2011"
"Evergrey","Broken wings","Torn","1","2008"
"Evergrey","Soaked","Torn","2","2008"
"Evergrey","Fear","Torn","3","2008"
"Evergrey","When kingdoms fall","Torn","4","2008"
"Evergrey","In confidence","Torn","5","2008"
"Evergrey","Fail","Torn","6","2008"
"Evergrey","Numb","Torn","7","2008"
"Evergrey","Torn","Torn","8","2008"
"Evergrey","Nothing is erased","Torn","9","2008"
"Evergrey","Still walk alone","Torn","10","2008"
"Evergrey","These scars","Torn","11","2008"
"Evocation","Sweet Obsession","Apocalyptic","1","2010"
"Evocation","We Are Unified Insane","Apocalyptic","2","2010"
"Evocation","Infamy","Apocalyptic","3","2010"
"Evocation","Parasites","Apocalyptic","4","2010"
"Evocation","Reunion In War","Apocalyptic","5","2010"
"Evocation","Psychosis Warfare","Apocalyptic","6","2010"
"Evocation","Murder In Passion","Apocalyptic","7","2010"
"Evocation","It Is All Your Fault","Apocalyptic","8","2010"
"Evocation","Curse On The Creature","Apocalyptic","9","2010"
"Evocation","Apocalyptic","Apocalyptic","10","2010"
"Evocation","In the Reign of Chaos","Dead Calm Chaos","1","2008"
"Evocation","Silent Sleep","Dead Calm Chaos","2","2008"
"Evocation","Angel of Torment","Dead Calm Chaos","3","2008"
"Evocation","Boundead","Dead Calm Chaos","4","2008"
"Evocation","Dead Calm Chaos","Dead Calm Chaos","5","2008"
"Evocation","Truth Will Come Clear","Dead Calm Chaos","6","2008"
"Evocation","Dust","Dead Calm Chaos","7","2008"
"Evocation","Protected by What Gods","Dead Calm Chaos","8","2008"
"Evocation","Antidote","Dead Calm Chaos","9","2008"
"Evocation","Tomorrow has no Sunrise","Dead Calm Chaos","10","2008"
"Evocation","Astray Masquerade","Dead Calm Chaos","11","2008"
"Evocation","Razored to the Bone","Dead Calm Chaos","12","2008"
"Evocation","Illusions Of Grandeur","Illusions Of Grandeur","1","2012"
"Evocation","Well Of Despair","Illusions Of Grandeur","2","2012"
"Evocation","Divide And Conquer","Illusions Of Grandeur","3","2012"
"Evocation","Perception Of Reality","Illusions Of Grandeur","4","2012"
"Evocation","Metus Odium","Illusions Of Grandeur","5","2012"
"Evocation","I'll Be Your Suicide","Illusions Of Grandeur","6","2012"
"Evocation","Crimson Skies","Illusions Of Grandeur","7","2012"
"Evocation","Into Submission","Illusions Of Grandeur","8","2012"
"Evocation","The Seven Faces Of God","Illusions Of Grandeur","9","2012"
"Evocation","Final Disclosure","Illusions Of Grandeur","10","2012"
"Evocation","Shades Of Shame (Bonus Track)","Illusions Of Grandeur","11","2012"
"Evocation","Dark Day Dawn (Bonus Track)","Illusions Of Grandeur","12","2012"
"Evocation","Dead Without A Trace (Bonus Track)","Illusions Of Grandeur","13","2012"
"Ex Deo","Romulus","Romulus","1","2009"
"Ex Deo","Storm the Gates of Alesia","Romulus","2","2009"
"Ex Deo","Cry Havoc","Romulus","3","2009"
"Ex Deo","In the Dark Embrace","Romulus","4","2009"
"Ex Deo","Invictus","Romulus","5","2009"
"Ex Deo","The Final War","Romulus","6","2009"
"Ex Deo","Legio XIII","Romulus","7","2009"
"Ex Deo","Blood, Courage and the God's that Walk the Earth","Romulus","8","2009"
"Ex Deo","Cruor Nostri Abbas","Romulus","9","2009"
"Ex Deo","Surrender the Sun","Romulus","10","2009"
"Ex Deo","The Pantheon (Jupiter's Reign)","Romulus","11","2009"
"Exence","We Will Never","Hystrionic","1","2009"
"Exence","In Eternal Dynamics","Hystrionic","2","2009"
"Exence","Shaman","Hystrionic","3","2009"
"Exence","When Words Are Loose","Hystrionic","4","2009"
"Exence","Fix From The Ground","Hystrionic","5","2009"
"Exence","In Loving Memory","Hystrionic","6","2009"
"Exence","Primal Mystic Substance","Hystrionic","7","2009"
"Exence","Dream Of Wisdom","Hystrionic","8","2009"
"Exence","Symbolic Act","Hystrionic","9","2009"
"Exence","Overhate Threshold","Hystrionic","10","2009"
"Eye Of The Enemy","Peace","Weight Of Redemption","1","2010"
"Eye Of The Enemy","Weight Of Redemption","Weight Of Redemption","2","2010"
"Eye Of The Enemy","Genocide","Weight Of Redemption","3","2010"
"Eye Of The Enemy","Facade","Weight Of Redemption","4","2010"
"Eye Of The Enemy","A Reason For Treason","Weight Of Redemption","5","2010"
"Eye Of The Enemy","Theocracy","Weight Of Redemption","6","2010"
"Eye Of The Enemy","Disarray","Weight Of Redemption","7","2010"
"Eye Of The Enemy","Burn The World","Weight Of Redemption","8","2010"
